Month,Percentage,City,State,Percentage of Potentially Available Beds Needed,Percentage of Potentially Available ICU Beds Needed
18,0.6,Syracuse,NY,1.13 ,3.06 
18,0.6,Tacoma,WA,1.97 ,2.84 
18,0.6,Takoma Park,MD,2.86 ,4.48 
18,0.6,Tallahassee,FL,1.27 ,3.16 
18,0.6,Tampa,FL,1.20 ,2.00 
18,0.6,Temple,TX,1.58 ,2.15 
18,0.6,Terre Haute,IN,1.14 ,1.66 
18,0.6,Texarkana,AR,1.05 ,1.57 
18,0.6,Toledo,OH,1.10 ,1.43 
18,0.6,Topeka,KS,1.01 ,2.58 
18,0.6,Traverse City,MI,1.02 ,7.06 
18,0.6,Tucson,AZ,1.40 ,2.40 
18,0.6,Tulsa,OK,0.98 ,1.95 
18,0.6,Tupelo,MS,0.69 ,2.18 
18,0.6,Tuscaloosa,AL,0.85 ,1.38 
18,0.6,Tyler,TX,1.29 ,1.50 
18,0.6,Urbana,IL,1.29 ,2.74 
18,0.6,Ventura,CA,2.66 ,3.04 
18,0.6,Victoria,TX,0.68 ,2.16 
18,0.6,Waco,TX,1.47 ,3.71 
18,0.6,Washington,DC,1.77 ,3.05 
18,0.6,Waterloo,IA,0.91 ,3.57 
18,0.6,Wausau,WI,1.50 ,1.56 
18,0.6,White Plains,NY,1.37 ,2.77 
18,0.6,Wichita Falls,TX,1.04 ,5.75 
18,0.6,Wichita,KS,0.76 ,1.75 
18,0.6,Wilkes-Barre,PA,1.20 ,1.92 
18,0.6,Wilmington,DE,1.41 ,2.49 
18,0.6,Wilmington,NC,1.70 ,4.35 
18,0.6,Winchester,VA,1.36 ,3.94 
18,0.6,Winston-Salem,NC,1.33 ,2.01 
18,0.6,Worcester,MA,1.81 ,3.58 
18,0.6,Yakima,WA,2.10 ,2.84 
18,0.6,York,PA,1.66 ,4.77 
18,0.6,Youngstown,OH,1.31 ,2.73 
