HRR,Total Hospital Beds,Total ICU Beds,Available Hospital Beds,Potentially Available Hospital Beds*,Available ICU Beds,Potentially Available ICU Beds*,Adult Population,Population 65+,Projected Infected Individuals,Projected Hospitalized Individuals,Projected Individuals Needing ICU Care,"Hospital Beds Needed, Six Months","Percentage of Available Beds Needed, Six Months","Percentage of Potentially Available Beds Needed, Six Months","Percentage of Total Beds Needed, Six Months","Hospital Beds Needed, Twelve Months","Percentage of Available Beds Needed, Twelve Months","Percentage of Potentially Available Beds Needed, Twelve Months","Percentage of Total Beds Needed, Twelve Months","Hospital Beds Needed, Eighteen Months","Percentage of Available Beds Needed, Eighteen Months","Percentage of Potentially Available Beds Needed, Eighteen Months","Percentage of Total Beds Needed, Eighteen Months","ICU Beds Needed, Six Months","Percentage of Available ICU Beds Needed, Six Months","Percentage of Potentially Available ICU Beds Needed, Six Months","Percentage of Total ICU Beds Needed, Six Months","ICU Beds Needed, Twelve Months","Percentage of Available ICU Beds Needed, Twelve Months","Percentage of Potentially Available ICU Beds Needed, Twelve Months","Percentage of Total ICU Beds Needed, Twelve Months","ICU Beds Needed, Eighteen Months","Percentage of Available ICU Beds Needed, Eighteen Months","Percentage of Potentially Available ICU Beds Needed, Eighteen Months","Percentage of Total ICU Beds Needed, Eighteen Months"
"Peoria, IL","1,725",156,643,"1,184",71,114,"469,070","106,095","281,442","59,521","13,033","3,968",6.17 ,3.35 ,2.30 ,1984.00 ,3.09 ,1.68 ,1.15 ,1294.00 ,2.01 ,1.09 ,0.75 ,869.00 ,12.24 ,7.62 ,5.57 ,434.00 ,6.11 ,3.81 ,2.78 ,283.00 ,3.99 ,2.48 ,1.81 
"Petoskey, MI",476,68,178,327,22,45,"142,627","37,819","85,576","18,415","4,113","1,228",6.90 ,3.76 ,2.58 ,614.00 ,3.45 ,1.88 ,1.29 ,400.00 ,2.25 ,1.22 ,0.84 ,274.00 ,12.45 ,6.09 ,4.03 ,137.00 ,6.23 ,3.04 ,2.01 ,89.00 ,4.05 ,1.98 ,1.31 
"Philadelphia, PA","10,697","1,257","3,634","7,165",546,902,"3,331,376","632,032","1,998,826","415,803","89,270","27,720",7.63 ,3.87 ,2.59 ,13860.00 ,3.81 ,1.93 ,1.30 ,9039.00 ,2.49 ,1.26 ,0.85 ,5951.00 ,10.90 ,6.60 ,4.73 ,2976.00 ,5.45 ,3.30 ,2.37 ,1941.00 ,3.55 ,2.15 ,1.54 
"Phoenix, AZ","6,977",957,"2,567","4,772",416,687,"2,761,090","532,669","1,656,654","345,126","74,227","23,008",8.96 ,4.82 ,3.30 ,11504.00 ,4.48 ,2.41 ,1.65 ,7503.00 ,2.92 ,1.57 ,1.08 ,4948.00 ,11.89 ,7.20 ,5.17 ,2474.00 ,5.95 ,3.60 ,2.59 ,1614.00 ,3.88 ,2.35 ,1.69 
"Pittsburgh, PA","8,133","1,079","2,738","5,436",420,749,"2,324,172","541,967","1,394,503","295,848","65,015","19,723",7.20 ,3.63 ,2.43 ,9862.00 ,3.60 ,1.81 ,1.21 ,6431.00 ,2.35 ,1.18 ,0.79 ,4334.00 ,10.32 ,5.79 ,4.02 ,2167.00 ,5.16 ,2.89 ,2.01 ,1413.00 ,3.36 ,1.89 ,1.31 
"Pontiac, MI",911,95,321,616,49,72,"376,936","70,983","226,162","47,017","10,086","3,134",9.76 ,5.09 ,3.44 ,1567.00 ,4.88 ,2.54 ,1.72 ,1022.00 ,3.18 ,1.66 ,1.12 ,672.00 ,13.71 ,9.33 ,7.07 ,336.00 ,6.86 ,4.67 ,3.54 ,219.00 ,4.47 ,3.04 ,2.31 
"Portland, ME","2,524",209,710,"1,617",92,151,"876,231","194,509","525,739","110,977","24,246","7,398",10.42 ,4.58 ,2.93 ,3699.00 ,5.21 ,2.29 ,1.47 ,2413.00 ,3.40 ,1.49 ,0.96 ,1616.00 ,17.57 ,10.70 ,7.73 ,808.00 ,8.78 ,5.35 ,3.87 ,527.00 ,5.73 ,3.49 ,2.52 
"Portland, OR","4,684",661,"1,737","3,211",278,469,"2,215,589","412,976","1,329,353","276,117","59,171","18,408",10.60 ,5.73 ,3.93 ,9204.00 ,5.30 ,2.87 ,1.96 ,6003.00 ,3.46 ,1.87 ,1.28 ,3945.00 ,14.19 ,8.41 ,5.97 ,1972.00 ,7.09 ,4.20 ,2.98 ,1286.00 ,4.63 ,2.74 ,1.95 
"Providence, RI","2,249",293,690,"1,470",82,188,"986,702","192,737","592,021","123,470","26,590","8,231",11.93 ,5.60 ,3.66 ,4116.00 ,5.97 ,2.80 ,1.83 ,2684.00 ,3.89 ,1.83 ,1.19 ,1773.00 ,21.62 ,9.43 ,6.05 ,886.00 ,10.80 ,4.71 ,3.02 ,578.00 ,7.05 ,3.07 ,1.97 
"Provo, UT",941,122,387,664,52,87,"436,975","52,585","262,185","52,812","10,889","3,521",9.10 ,5.30 ,3.74 ,1760.00 ,4.55 ,2.65 ,1.87 ,1148.00 ,2.97 ,1.73 ,1.22 ,726.00 ,13.96 ,8.34 ,5.95 ,363.00 ,6.98 ,4.17 ,2.98 ,237.00 ,4.56 ,2.72 ,1.94 
"Pueblo, CO",615,28,238,426,7,17,"138,550","32,449","83,130","17,644","3,880","1,176",4.94 ,2.76 ,1.91 ,588.00 ,2.47 ,1.38 ,0.96 ,384.00 ,1.61 ,0.90 ,0.62 ,259.00 ,37.00 ,15.24 ,9.25 ,129.00 ,18.43 ,7.59 ,4.61 ,84.00 ,12.00 ,4.94 ,3.00 
"Raleigh, NC","3,560",375,"1,124","2,342",160,267,"1,670,043","272,076","1,002,026","205,893","43,540","13,726",12.21 ,5.86 ,3.86 ,6863.00 ,6.11 ,2.93 ,1.93 ,4476.00 ,3.98 ,1.91 ,1.26 ,2903.00 ,18.14 ,10.87 ,7.74 ,1451.00 ,9.07 ,5.43 ,3.87 ,947.00 ,5.92 ,3.55 ,2.53 
"Rapid City, SD",878,46,343,610,20,33,"173,590","37,388","104,154","21,920","4,772","1,461",4.26 ,2.40 ,1.66 ,731.00 ,2.13 ,1.20 ,0.83 ,477.00 ,1.39 ,0.78 ,0.54 ,318.00 ,15.90 ,9.64 ,6.91 ,159.00 ,7.95 ,4.82 ,3.46 ,104.00 ,5.20 ,3.15 ,2.26 
"Reading, PA","1,329",99,559,944,50,75,"466,917","99,775","280,150","58,916","12,815","3,928",7.03 ,4.16 ,2.96 ,1964.00 ,3.51 ,2.08 ,1.48 ,1281.00 ,2.29 ,1.36 ,0.96 ,854.00 ,17.08 ,11.39 ,8.63 ,427.00 ,8.54 ,5.69 ,4.31 ,279.00 ,5.58 ,3.72 ,2.82 
"Redding, CA",786,109,284,535,58,83,"276,179","64,591","165,707","35,166","7,731","2,344",8.25 ,4.38 ,2.98 ,1172.00 ,4.13 ,2.19 ,1.49 ,764.00 ,2.69 ,1.43 ,0.97 ,515.00 ,8.88 ,6.20 ,4.72 ,258.00 ,4.45 ,3.11 ,2.37 ,168.00 ,2.90 ,2.02 ,1.54 
"Reno, NV","1,886",406,660,"1,273",128,267,"605,953","127,753","363,572","76,361","16,584","5,091",7.71 ,4.00 ,2.70 ,2545.00 ,3.86 ,2.00 ,1.35 ,1660.00 ,2.52 ,1.30 ,0.88 ,1106.00 ,8.64 ,4.14 ,2.72 ,553.00 ,4.32 ,2.07 ,1.36 ,361.00 ,2.82 ,1.35 ,0.89 
"Richmond, VA","4,478",465,"1,488","2,983",144,305,"1,409,076","264,187","845,446","175,693","37,673","11,713",7.87 ,3.93 ,2.62 ,5856.00 ,3.94 ,1.96 ,1.31 ,3819.00 ,2.57 ,1.28 ,0.85 ,2512.00 ,17.44 ,8.24 ,5.40 ,1256.00 ,8.72 ,4.12 ,2.70 ,819.00 ,5.69 ,2.69 ,1.76 
"Ridgewood, NJ",814,83,275,544,35,59,"338,732","65,551","203,239","42,352","9,112","2,823",10.27 ,5.19 ,3.47 ,1412.00 ,5.13 ,2.60 ,1.73 ,921.00 ,3.35 ,1.69 ,1.13 ,607.00 ,17.34 ,10.29 ,7.31 ,304.00 ,8.69 ,5.15 ,3.66 ,198.00 ,5.66 ,3.36 ,2.39 
"Roanoke, VA","2,189",272,593,"1,391",113,192,"569,741","127,897","341,845","72,241","15,803","4,816",8.12 ,3.46 ,2.20 ,2408.00 ,4.06 ,1.73 ,1.10 ,1570.00 ,2.65 ,1.13 ,0.72 ,1054.00 ,9.33 ,5.49 ,3.88 ,527.00 ,4.66 ,2.74 ,1.94 ,344.00 ,3.04 ,1.79 ,1.26 
"Rochester, MN","1,835",240,594,"1,215",90,165,"320,367","71,522","192,220","40,599","8,876","2,707",4.56 ,2.23 ,1.48 ,1353.00 ,2.28 ,1.11 ,0.74 ,883.00 ,1.49 ,0.73 ,0.48 ,592.00 ,6.58 ,3.59 ,2.47 ,296.00 ,3.29 ,1.79 ,1.23 ,193.00 ,2.14 ,1.17 ,0.80 
"Rochester, NY","3,766",289,827,"2,297",87,188,"1,036,499","211,611","621,899","130,223","28,180","8,682",10.50 ,3.78 ,2.31 ,4341.00 ,5.25 ,1.89 ,1.15 ,2831.00 ,3.42 ,1.23 ,0.75 ,1879.00 ,21.60 ,9.99 ,6.50 ,939.00 ,10.79 ,4.99 ,3.25 ,613.00 ,7.05 ,3.26 ,2.12 
"Rockford, IL","1,320",199,613,966,96,147,"552,131","118,035","331,279","69,671","15,155","4,645",7.58 ,4.81 ,3.52 ,2322.00 ,3.79 ,2.40 ,1.76 ,1515.00 ,2.47 ,1.57 ,1.15 ,1010.00 ,10.52 ,6.87 ,5.08 ,505.00 ,5.26 ,3.44 ,2.54 ,329.00 ,3.43 ,2.24 ,1.65 
"Rome, GA",733,74,229,481,16,45,"221,920","45,706","133,152","27,904","6,044","1,860",8.12 ,3.87 ,2.54 ,930.00 ,4.06 ,1.93 ,1.27 ,607.00 ,2.65 ,1.26 ,0.83 ,403.00 ,25.19 ,8.96 ,5.45 ,201.00 ,12.56 ,4.47 ,2.72 ,131.00 ,8.19 ,2.91 ,1.77 
"Royal Oak, MI","2,781",324,858,"1,819",97,211,"556,198","117,512","333,719","70,105","15,229","4,674",5.45 ,2.57 ,1.68 ,2337.00 ,2.72 ,1.28 ,0.84 ,1524.00 ,1.78 ,0.84 ,0.55 ,1015.00 ,10.46 ,4.81 ,3.13 ,508.00 ,5.24 ,2.41 ,1.57 ,331.00 ,3.41 ,1.57 ,1.02 
"Sacramento, CA","4,381",616,"1,315","2,848",224,420,"2,076,640","403,030","1,245,984","259,710","55,892","17,314",13.17 ,6.08 ,3.95 ,8657.00 ,6.58 ,3.04 ,1.98 ,5646.00 ,4.29 ,1.98 ,1.29 ,3726.00 ,16.63 ,8.87 ,6.05 ,1863.00 ,8.32 ,4.44 ,3.02 ,1215.00 ,5.42 ,2.89 ,1.97 
"Saginaw, MI","2,396",208,962,"1,679",63,136,"489,824","124,235","293,894","62,921","13,973","4,195",4.36 ,2.50 ,1.75 ,2097.00 ,2.18 ,1.25 ,0.88 ,1368.00 ,1.42 ,0.81 ,0.57 ,932.00 ,14.79 ,6.85 ,4.48 ,466.00 ,7.40 ,3.43 ,2.24 ,304.00 ,4.83 ,2.24 ,1.46 
"Salem, OR",487,64,154,321,10,37,"255,161","50,897","153,097","31,990","6,905","2,133",13.85 ,6.64 ,4.38 ,1066.00 ,6.92 ,3.32 ,2.19 ,695.00 ,4.51 ,2.17 ,1.43 ,460.00 ,46.00 ,12.43 ,7.19 ,230.00 ,23.00 ,6.22 ,3.59 ,150.00 ,15.00 ,4.05 ,2.34 
"Salinas, CA",740,70,290,515,37,54,"303,247","51,843","181,948","37,525","7,972","2,502",8.63 ,4.86 ,3.38 ,1251.00 ,4.31 ,2.43 ,1.69 ,816.00 ,2.81 ,1.58 ,1.10 ,531.00 ,14.35 ,9.83 ,7.59 ,266.00 ,7.19 ,4.93 ,3.80 ,173.00 ,4.68 ,3.20 ,2.47 
"Salisbury, MD",598,59,187,392,26,43,"371,513","100,254","222,908","48,067","10,761","3,204",17.13 ,8.17 ,5.36 ,1602.00 ,8.57 ,4.09 ,2.68 ,1045.00 ,5.59 ,2.67 ,1.75 ,717.00 ,27.58 ,16.67 ,12.15 ,359.00 ,13.81 ,8.35 ,6.08 ,234.00 ,9.00 ,5.44 ,3.97 
"Salt Lake City, UT","3,999",526,"1,804","2,902",277,402,"1,552,687","249,737","931,612","191,241","40,393","12,749",7.07 ,4.39 ,3.19 ,6375.00 ,3.53 ,2.20 ,1.59 ,4157.00 ,2.30 ,1.43 ,1.04 ,2693.00 ,9.72 ,6.70 ,5.12 ,1346.00 ,4.86 ,3.35 ,2.56 ,878.00 ,3.17 ,2.18 ,1.67 
"San Angelo, TX",584,35,323,454,17,26,"126,084","26,085","75,650","15,860","3,437","1,057",3.27 ,2.33 ,1.81 ,529.00 ,1.64 ,1.17 ,0.91 ,345.00 ,1.07 ,0.76 ,0.59 ,229.00 ,13.47 ,8.81 ,6.54 ,115.00 ,6.76 ,4.42 ,3.29 ,75.00 ,4.41 ,2.88 ,2.14 
"San Antonio, TX","6,234",747,"2,477","4,356",216,482,"2,191,766","376,149","1,315,060","271,302","57,658","18,087",7.30 ,4.15 ,2.90 ,9043.00 ,3.65 ,2.08 ,1.45 ,5898.00 ,2.38 ,1.35 ,0.95 ,3844.00 ,17.80 ,7.98 ,5.15 ,1922.00 ,8.90 ,3.99 ,2.57 ,1253.00 ,5.80 ,2.60 ,1.68 
"San Bernardino, CA","5,691",690,"2,125","3,908",231,460,"2,406,889","366,977","1,444,133","295,303","62,069","19,687",9.26 ,5.04 ,3.46 ,9843.00 ,4.63 ,2.52 ,1.73 ,6420.00 ,3.02 ,1.64 ,1.13 ,4138.00 ,17.91 ,9.00 ,6.00 ,2069.00 ,8.96 ,4.50 ,3.00 ,1349.00 ,5.84 ,2.93 ,1.96 
"San Diego, CA","6,178",802,"1,949","4,064",358,580,"3,005,567","497,077","1,803,340","370,968","78,559","24,731",12.69 ,6.09 ,4.00 ,12366.00 ,6.34 ,3.04 ,2.00 ,8065.00 ,4.14 ,1.98 ,1.31 ,5237.00 ,14.63 ,9.03 ,6.53 ,2619.00 ,7.32 ,4.52 ,3.27 ,1708.00 ,4.77 ,2.94 ,2.13 
"San Francisco, CA","3,776",439,"1,139","2,458",203,321,"1,272,753","236,390","763,652","158,568","33,968","10,571",9.28 ,4.30 ,2.80 ,5286.00 ,4.64 ,2.15 ,1.40 ,3447.00 ,3.03 ,1.40 ,0.91 ,2265.00 ,11.16 ,7.06 ,5.16 ,1132.00 ,5.58 ,3.53 ,2.58 ,738.00 ,3.64 ,2.30 ,1.68 
"San Jose, CA","2,547",341,916,"1,731",146,244,"1,456,607","234,573","873,964","179,424","37,901","11,962",13.06 ,6.91 ,4.70 ,5981.00 ,6.53 ,3.46 ,2.35 ,3901.00 ,4.26 ,2.25 ,1.53 ,2527.00 ,17.31 ,10.36 ,7.41 ,1263.00 ,8.65 ,5.18 ,3.70 ,824.00 ,5.64 ,3.38 ,2.42 
"San Luis Obispo, CA",390,54,202,296,33,44,"213,703","46,965","128,222","27,039","5,900","1,803",8.93 ,6.09 ,4.62 ,901.00 ,4.46 ,3.04 ,2.31 ,588.00 ,2.91 ,1.99 ,1.51 ,393.00 ,11.91 ,8.93 ,7.28 ,197.00 ,5.97 ,4.48 ,3.65 ,128.00 ,3.88 ,2.91 ,2.37 
"San Mateo County, CA","1,555",198,452,"1,003",88,143,"666,874","128,195","400,124","83,331","17,915","5,555",12.29 ,5.54 ,3.57 ,2778.00 ,6.15 ,2.77 ,1.79 ,1812.00 ,4.01 ,1.81 ,1.17 ,1194.00 ,13.57 ,8.35 ,6.03 ,597.00 ,6.78 ,4.17 ,3.02 ,389.00 ,4.42 ,2.72 ,1.96 
"Santa Barbara, CA",858,82,246,552,35,59,"359,828","67,153","215,897","44,848","9,612","2,990",12.15 ,5.42 ,3.48 ,1495.00 ,6.08 ,2.71 ,1.74 ,975.00 ,3.96 ,1.77 ,1.14 ,641.00 ,18.31 ,10.86 ,7.82 ,320.00 ,9.14 ,5.42 ,3.90 ,209.00 ,5.97 ,3.54 ,2.55 
"Santa Cruz, CA",359,22,169,264,6,14,"229,413","39,590","137,648","28,410","6,041","1,894",11.21 ,7.17 ,5.28 ,947.00 ,5.60 ,3.59 ,2.64 ,618.00 ,3.66 ,2.34 ,1.72 ,403.00 ,67.17 ,28.79 ,18.32 ,201.00 ,33.50 ,14.36 ,9.14 ,131.00 ,21.83 ,9.36 ,5.95 
"Santa Rosa, CA","1,272",93,306,789,45,69,"402,885","88,435","241,731","50,970","11,121","3,398",11.10 ,4.31 ,2.67 ,1699.00 ,5.55 ,2.15 ,1.34 ,1108.00 ,3.62 ,1.40 ,0.87 ,741.00 ,16.47 ,10.74 ,7.97 ,371.00 ,8.24 ,5.38 ,3.99 ,242.00 ,5.38 ,3.51 ,2.60 
"Sarasota, FL","1,309",159,604,957,77,118,"374,960","156,791","224,976","51,683","12,367","3,446",5.71 ,3.60 ,2.63 ,1723.00 ,2.85 ,1.80 ,1.32 ,1124.00 ,1.86 ,1.17 ,0.86 ,824.00 ,10.70 ,6.98 ,5.18 ,412.00 ,5.35 ,3.49 ,2.59 ,269.00 ,3.49 ,2.28 ,1.69 
"Savannah, GA","2,050",163,650,"1,350",55,109,"701,923","139,656","421,154","87,980","18,985","5,865",9.02 ,4.34 ,2.86 ,2933.00 ,4.51 ,2.17 ,1.43 ,1913.00 ,2.94 ,1.42 ,0.93 ,1266.00 ,23.02 ,11.61 ,7.77 ,633.00 ,11.51 ,5.81 ,3.88 ,413.00 ,7.51 ,3.79 ,2.53 
"Sayre, PA",591,62,215,403,28,45,"153,089","36,987","91,853","19,560","4,317","1,304",6.07 ,3.24 ,2.21 ,652.00 ,3.03 ,1.62 ,1.10 ,425.00 ,1.98 ,1.05 ,0.72 ,288.00 ,10.29 ,6.40 ,4.65 ,144.00 ,5.14 ,3.20 ,2.32 ,94.00 ,3.36 ,2.09 ,1.52 
"Scranton, PA",782,65,324,553,31,48,"253,817","63,450","152,290","32,552","7,216","2,170",6.70 ,3.92 ,2.77 ,1085.00 ,3.35 ,1.96 ,1.39 ,708.00 ,2.19 ,1.28 ,0.91 ,481.00 ,15.52 ,10.02 ,7.40 ,241.00 ,7.77 ,5.02 ,3.71 ,157.00 ,5.06 ,3.27 ,2.42 
"Seattle, WA","4,700",651,"1,366","3,033",209,430,"2,421,217","421,176","1,452,730","300,026","63,847","20,002",14.64 ,6.59 ,4.26 ,10001.00 ,7.32 ,3.30 ,2.13 ,6522.00 ,4.77 ,2.15 ,1.39 ,4256.00 ,20.36 ,9.90 ,6.54 ,2128.00 ,10.18 ,4.95 ,3.27 ,1388.00 ,6.64 ,3.23 ,2.13 
"Shreveport, LA","2,468",283,"1,080","1,774",111,197,"531,003","109,269","318,602","66,763","14,460","4,451",4.12 ,2.51 ,1.80 ,2225.00 ,2.06 ,1.25 ,0.90 ,1451.00 ,1.34 ,0.82 ,0.59 ,964.00 ,8.68 ,4.89 ,3.41 ,482.00 ,4.34 ,2.45 ,1.70 ,314.00 ,2.83 ,1.59 ,1.11 
"Sioux City, IA",909,59,362,635,23,41,"195,685","41,561","117,411","24,677","5,364","1,645",4.54 ,2.59 ,1.81 ,823.00 ,2.27 ,1.30 ,0.91 ,536.00 ,1.48 ,0.84 ,0.59 ,358.00 ,15.57 ,8.73 ,6.07 ,179.00 ,7.78 ,4.37 ,3.03 ,117.00 ,5.09 ,2.85 ,1.98 
"Sioux Falls, SD","4,065",103,"1,653","2,859",52,77,"603,563","129,561","362,138","76,191","16,581","5,079",3.07 ,1.78 ,1.25 ,2540.00 ,1.54 ,0.89 ,0.62 ,1656.00 ,1.00 ,0.58 ,0.41 ,1105.00 ,21.25 ,14.35 ,10.73 ,553.00 ,10.63 ,7.18 ,5.37 ,360.00 ,6.92 ,4.68 ,3.50 
"Slidell, LA",536,137,338,437,70,103,"149,492","32,656","89,695","18,903","4,122","1,260",3.73 ,2.88 ,2.35 ,630.00 ,1.86 ,1.44 ,1.18 ,411.00 ,1.22 ,0.94 ,0.77 ,275.00 ,3.93 ,2.67 ,2.01 ,137.00 ,1.96 ,1.33 ,1.00 ,90.00 ,1.29 ,0.87 ,0.66 
"South Bend, IN","1,273",148,551,912,70,109,"539,539","108,077","323,723","67,668","14,613","4,511",8.19 ,4.95 ,3.54 ,2256.00 ,4.09 ,2.47 ,1.77 ,1471.00 ,2.67 ,1.61 ,1.16 ,974.00 ,13.91 ,8.94 ,6.58 ,487.00 ,6.96 ,4.47 ,3.29 ,318.00 ,4.54 ,2.92 ,2.15 
"Spartanburg, SC",809,125,280,545,65,95,"300,991","64,361","180,595","37,982","8,262","2,532",9.04 ,4.65 ,3.13 ,1266.00 ,4.52 ,2.32 ,1.56 ,826.00 ,2.95 ,1.52 ,1.02 ,551.00 ,8.48 ,5.80 ,4.41 ,275.00 ,4.23 ,2.89 ,2.20 ,180.00 ,2.77 ,1.89 ,1.44 
"Spokane, WA","3,652",355,"1,657","2,655",134,245,"1,210,559","251,604","726,335","152,345","33,033","10,156",6.13 ,3.83 ,2.78 ,5078.00 ,3.06 ,1.91 ,1.39 ,3312.00 ,2.00 ,1.25 ,0.91 ,2202.00 ,16.43 ,8.99 ,6.20 ,1101.00 ,8.22 ,4.49 ,3.10 ,718.00 ,5.36 ,2.93 ,2.02 
"Springdale, AR","1,144",135,616,880,73,104,"437,572","77,638","262,543","54,309","11,580","3,621",5.88 ,4.11 ,3.17 ,1810.00 ,2.94 ,2.06 ,1.58 ,1181.00 ,1.92 ,1.34 ,1.03 ,772.00 ,10.58 ,7.42 ,5.72 ,386.00 ,5.29 ,3.71 ,2.86 ,252.00 ,3.45 ,2.42 ,1.87 
"Springfield, IL","2,426",213,"1,172","1,799",79,146,"637,463","146,057","382,478","80,996","17,762","5,400",4.61 ,3.00 ,2.23 ,2700.00 ,2.30 ,1.50 ,1.11 ,1761.00 ,1.50 ,0.98 ,0.73 ,1184.00 ,14.99 ,8.11 ,5.56 ,592.00 ,7.49 ,4.05 ,2.78 ,386.00 ,4.89 ,2.64 ,1.81 
"Springfield, MA","1,588",195,500,"1,044",73,134,"600,306","123,079","360,184","75,450","16,335","5,030",10.06 ,4.82 ,3.17 ,2515.00 ,5.03 ,2.41 ,1.58 ,1640.00 ,3.28 ,1.57 ,1.03 ,1089.00 ,14.92 ,8.13 ,5.58 ,544.00 ,7.45 ,4.06 ,2.79 ,355.00 ,4.86 ,2.65 ,1.82 
"Springfield, MO","2,078",226,819,"1,449",67,147,"688,462","166,812","413,077","87,993","19,429","5,866",7.16 ,4.05 ,2.82 ,2933.00 ,3.58 ,2.02 ,1.41 ,1913.00 ,2.34 ,1.32 ,0.92 ,1295.00 ,19.33 ,8.81 ,5.73 ,648.00 ,9.67 ,4.41 ,2.87 ,422.00 ,6.30 ,2.87 ,1.87 
"St. Cloud, MN",898,45,227,563,16,31,"203,089","38,678","121,853","25,357","5,446","1,690",7.44 ,3.00 ,1.88 ,845.00 ,3.72 ,1.50 ,0.94 ,551.00 ,2.43 ,0.98 ,0.61 ,363.00 ,22.69 ,11.71 ,8.07 ,182.00 ,11.38 ,5.87 ,4.04 ,118.00 ,7.38 ,3.81 ,2.62 
"St. Joseph, MI",393,20,238,316,9,14,"110,235","26,066","66,141","14,053","3,093",937,3.94 ,2.97 ,2.38 ,468.00 ,1.97 ,1.48 ,1.19 ,306.00 ,1.29 ,0.97 ,0.78 ,206.00 ,22.89 ,14.71 ,10.30 ,103.00 ,11.44 ,7.36 ,5.15 ,67.00 ,7.44 ,4.79 ,3.35 
"St. Louis, MO","10,187","1,180","4,326","7,257",547,864,"2,666,497","532,142","1,599,898","334,313","72,164","22,288",5.15 ,3.07 ,2.19 ,11144.00 ,2.58 ,1.54 ,1.09 ,7268.00 ,1.68 ,1.00 ,0.71 ,4811.00 ,8.80 ,5.57 ,4.08 ,2405.00 ,4.40 ,2.78 ,2.04 ,1569.00 ,2.87 ,1.82 ,1.33 
"St. Paul, MN","1,604",183,582,"1,093",48,116,"856,536","148,362","513,922","106,102","22,569","7,073",12.15 ,6.47 ,4.41 ,3537.00 ,6.08 ,3.24 ,2.21 ,2307.00 ,3.96 ,2.11 ,1.44 ,1505.00 ,31.35 ,12.97 ,8.22 ,752.00 ,15.67 ,6.48 ,4.11 ,491.00 ,10.23 ,4.23 ,2.68 
"St. Petersburg, FL","1,424",139,613,"1,018",33,86,"354,891","90,670","212,935","45,626","10,142","3,042",4.96 ,2.99 ,2.14 ,1521.00 ,2.48 ,1.49 ,1.07 ,992.00 ,1.62 ,0.97 ,0.70 ,676.00 ,20.48 ,7.86 ,4.86 ,338.00 ,10.24 ,3.93 ,2.43 ,220.00 ,6.67 ,2.56 ,1.58 
"Stockton, CA",918,121,329,623,41,81,"464,979","77,159","278,987","57,406","12,161","3,827",11.63 ,6.14 ,4.17 ,1914.00 ,5.82 ,3.07 ,2.08 ,1248.00 ,3.79 ,2.00 ,1.36 ,811.00 ,19.78 ,10.01 ,6.70 ,405.00 ,9.88 ,5.00 ,3.35 ,264.00 ,6.44 ,3.26 ,2.18 
"Sun City, AZ",845,119,364,604,81,100,"237,503","104,547","142,502","33,035","7,975","2,202",6.05 ,3.65 ,2.61 ,1101.00 ,3.02 ,1.82 ,1.30 ,718.00 ,1.97 ,1.19 ,0.85 ,532.00 ,6.57 ,5.32 ,4.47 ,266.00 ,3.28 ,2.66 ,2.24 ,173.00 ,2.14 ,1.73 ,1.45 
"Syracuse, NY","3,062",243,950,"2,006",77,160,"832,908","165,881","499,745","104,407","22,532","6,960",7.33 ,3.47 ,2.27 ,3480.00 ,3.66 ,1.73 ,1.14 ,2270.00 ,2.39 ,1.13 ,0.74 ,1502.00 ,19.51 ,9.39 ,6.18 ,751.00 ,9.75 ,4.69 ,3.09 ,490.00 ,6.36 ,3.06 ,2.02 
"Tacoma, WA","1,388",197,366,877,62,129,"642,251","109,410","385,351","79,453","16,873","5,297",14.47 ,6.04 ,3.82 ,2648.00 ,7.23 ,3.02 ,1.91 ,1727.00 ,4.72 ,1.97 ,1.24 ,1125.00 ,18.15 ,8.72 ,5.71 ,562.00 ,9.06 ,4.36 ,2.85 ,367.00 ,5.92 ,2.84 ,1.86 
"Takoma Park, MD","1,181",150,294,738,48,99,"789,639","122,832","473,783","97,020","20,429","6,468",22.00 ,8.76 ,5.48 ,3234.00 ,11.00 ,4.38 ,2.74 ,2109.00 ,7.17 ,2.86 ,1.79 ,1362.00 ,28.38 ,13.76 ,9.08 ,681.00 ,14.19 ,6.88 ,4.54 ,444.00 ,9.25 ,4.48 ,2.96 
"Tallahassee, FL","2,242",193,603,"1,423",50,122,"668,985","118,753","401,391","83,033","17,705","5,536",9.18 ,3.89 ,2.47 ,2768.00 ,4.59 ,1.95 ,1.23 ,1805.00 ,2.99 ,1.27 ,0.81 ,1180.00 ,23.60 ,9.67 ,6.11 ,590.00 ,11.80 ,4.84 ,3.06 ,385.00 ,7.70 ,3.16 ,1.99 
"Tampa, FL","4,005",515,"1,289","2,647",165,340,"1,170,264","218,181","702,158","145,846","31,255","9,723",7.54 ,3.67 ,2.43 ,4862.00 ,3.77 ,1.84 ,1.21 ,3171.00 ,2.46 ,1.20 ,0.79 ,2084.00 ,12.63 ,6.13 ,4.05 ,1042.00 ,6.32 ,3.06 ,2.02 ,679.00 ,4.12 ,2.00 ,1.32 
"Temple, TX",985,162,390,688,50,106,"409,683","59,971","245,810","50,122","10,497","3,341",8.57 ,4.86 ,3.39 ,1671.00 ,4.28 ,2.43 ,1.70 ,1090.00 ,2.79 ,1.58 ,1.11 ,700.00 ,14.00 ,6.60 ,4.32 ,350.00 ,7.00 ,3.30 ,2.16 ,228.00 ,4.56 ,2.15 ,1.41 
