State,City,Month,Percentage,Percentage of Available Bed,Percentage of Available ICU
ND,Bismarck,18,0.6,1.19,2.53
IL,Bloomington,18,0.6,2.14,9.1
IL,Blue Island,18,0.6,3.14,3.35
ID,Boise,18,0.6,2.25,4.32
MA,Boston,18,0.6,4.29,5.37
CO,Boulder,18,0.6,2.41,3.51
FL,Bradenton,18,0.6,2.23,3.55
CT,Bridgeport,18,0.6,3.95,4.83
NY,Bronx,18,0.6,3.62,5.36
TX,Bryan,18,0.6,1.93,3.76
NY,Buffalo,18,0.6,2.44,6.85
VT,Burlington,18,0.6,2.43,4.72
NJ,Camden,18,0.6,2.65,4.53
OH,Canton,18,0.6,1.94,3.09
MO,Cape Girardeau,18,0.6,1.4,2.84
WY,Casper,18,0.6,1.11,4.55
IA,Cedar Rapids,18,0.6,1.76,6.32
SC,Charleston,18,0.6,2.57,5.41
WV,Charleston,18,0.6,1.55,4.1
NC,Charlotte,18,0.6,3.72,4.66
VA,Charlottesville,18,0.6,3.02,8.11
TN,Chattanooga,18,0.6,2.39,5.75
IL,Chicago,18,0.6,1.72,3.66
CA,Chico,18,0.6,4.32,6.3
OH,Cincinnati,18,0.6,2.28,4.08
FL,Clearwater,18,0.6,1.73,6.41
OH,Cleveland,18,0.6,1.68,3.15
CO,Colorado Springs,18,0.6,3.27,6.26
MO,Columbia,18,0.6,1.69,4.3
SC,Columbia,18,0.6,2.52,3.78
GA,Columbus,18,0.6,1.38,4.88
OH,Columbus,18,0.6,2.33,5.92
CA,Contra Costa County,18,0.6,3.39,6.06
TX,Corpus Christi,18,0.6,3.34,6.74
KY,Covington,18,0.6,3.15,4.82
TX,Dallas,18,0.6,2.84,4.86
PA,Danville,18,0.6,2.58,8.64
IA,Davenport,18,0.6,1.5,3.47
OH,Dayton,18,0.6,3.03,5.54
MI,Dearborn,18,0.6,2.26,2.37
CO,Denver,18,0.6,2.81,4.14
IA,Des Moines,18,0.6,1.98,6.7
MI,Detroit,18,0.6,2.68,4.72
AL,Dothan,18,0.6,1.59,5.3
IA,Dubuque,18,0.6,1.52,9.5
MN,Duluth,18,0.6,1.49,2.29
NC,Durham,18,0.6,2.66,2.69
NY,East Long Island,18,0.6,8.44,9.52
TX,El Paso,18,0.6,3,9.43
IL,Elgin,18,0.6,3.45,5.18
NY,Elmira,18,0.6,1.95,11
OH,Elyria,18,0.6,2.57,5.71
PA,Erie,18,0.6,2.2,3.88
OR,Eugene,18,0.6,4.02,5.73
IL,Evanston,18,0.6,2.95,3.15
IN,Evansville,18,0.6,1.38,2.02
WA,Everett,18,0.6,4.62,12.19
ND,Fargo/Moorhead MN,18,0.6,1.61,5.35
MI,Flint,18,0.6,2.55,4.36
SC,Florence,18,0.6,1.64,2.19
CO,Fort Collins,18,0.6,2.26,11.64
FL,Fort Lauderdale,18,0.6,2.44,5.11
FL,Fort Myers,18,0.6,2.88,7.51
AR,Fort Smith,18,0.6,1.59,3.09
IN,Fort Wayne,18,0.6,1.71,2.69
TX,Fort Worth,18,0.6,3.37,5.32
CA,Fresno,18,0.6,4.49,6.74
FL,Gainesville,18,0.6,2.71,3.14
IN,Gary,18,0.6,1.68,2.44
ND,Grand Forks,18,0.6,0.95,4.22
CO,Grand Junction,18,0.6,2.31,4.88
MI,Grand Rapids,18,0.6,2.64,6.29
MT,Great Falls,18,0.6,0.86,2.56
CO,Greeley,18,0.6,2.02,6.11
WI,Green Bay,18,0.6,2.22,5.63
NC,Greensboro,18,0.6,3.81,6.32
NC,Greenville,18,0.6,2.94,3.48
SC,Greenville,18,0.6,2.55,10.76
MS,Gulfport,18,0.6,1.5,2.3
NJ,Hackensack,18,0.6,2.69,6.24
TX,Harlingen,18,0.6,2.11,5.5
PA,Harrisburg,18,0.6,2.45,8.13
CT,Hartford,18,0.6,4.35,6.16
MS,Hattiesburg,18,0.6,1.3,4.67
NC,Hickory,18,0.6,2.5,5.52
IL,Hinsdale,18,0.6,2.59,2.49
HI,Honolulu,18,0.6,3.84,9.11
LA,Houma,18,0.6,1.4,3.72
TX,Houston,18,0.6,2.74,4.51
FL,Hudson,18,0.6,3.07,5.16
WV,Huntington,18,0.6,2,2.61
AL,Huntsville,18,0.6,2.42,5.03
ID,Idaho Falls,18,0.6,1.7,4.04
IN,Indianapolis,18,0.6,1.82,3.23
IA,Iowa City,18,0.6,1.41,2.55
MS,Jackson,18,0.6,1.1,3.11
TN,Jackson,18,0.6,1.67,2.72
FL,Jacksonville,18,0.6,2.24,4.27
TN,Johnson City,18,0.6,1.89,3.62
PA,Johnstown,18,0.6,1.12,4.28
IL,Joliet,18,0.6,2.1,5.6
AR,Jonesboro,18,0.6,1.26,4.78
MO,Joplin,18,0.6,1.54,2.41
MI,Kalamazoo,18,0.6,2.08,14.62
MO,Kansas City,18,0.6,2,3.96
OH,Kettering,18,0.6,2.23,4.76
TN,Kingsport,18,0.6,1.57,3.09
TN,Knoxville,18,0.6,2.55,9.04
WI,La Crosse,18,0.6,2.69,3.8
IN,Lafayette,18,0.6,2.77,8.07
LA,Lafayette,18,0.6,1.84,3.16
LA,Lake Charles,18,0.6,1.34,2.77
FL,Lakeland,18,0.6,2.3,3.37
PA,Lancaster,18,0.6,3.1,7.88
MI,Lansing,18,0.6,2.4,2.83
NV,Las Vegas,18,0.6,4.25,6.12
OK,Lawton,18,0.6,1.2,2.78
NH,Lebanon,18,0.6,2.68,3.52
KY,Lexington,18,0.6,1.56,4.06
NE,Lincoln,18,0.6,1.23,8.21
AR,Little Rock,18,0.6,1.53,4.08
TX,Longview,18,0.6,4.5,4.57
CA,Los Angeles,18,0.6,3.2,4.73
KY,Louisville,18,0.6,2.22,4.92
TX,Lubbock,18,0.6,1.59,3.66
VA,Lynchburg,18,0.6,1.94,6.6
GA,Macon,18,0.6,1.79,5.84
WI,Madison,18,0.6,2.87,4.26
NH,Manchester,18,0.6,3.35,7.94
NY,Manhattan,18,0.6,3.68,3.88
MI,Marquette,18,0.6,1.61,5.44
WI,Marshfield,18,0.6,2.92,5.32
IA,Mason City,18,0.6,1.18,10.5
TX,McAllen,18,0.6,1.53,2.05
OR,Medford,18,0.6,2.68,8.88
IL,Melrose Park,18,0.6,2.48,4.34
TN,Memphis,18,0.6,1.8,5.67
MS,Meridian,18,0.6,0.91,4.68
AZ,Mesa,18,0.6,4.75,6.11
LA,Metairie,18,0.6,2.47,4.93
FL,Miami,18,0.6,2.52,5.72
WI,Milwaukee,18,0.6,2.55,3.72
MN,Minneapolis,18,0.6,2.83,6.27
ND,Minot,18,0.6,0.79,7.11
MT,Missoula,18,0.6,1.92,4.92
AL,Mobile,18,0.6,2.56,3.81
CA,Modesto,18,0.6,3.93,8.89
LA,Monroe,18,0.6,0.99,3.36
AL,Montgomery,18,0.6,2.12,3.44
WV,Morgantown,18,0.6,1.81,4.9
NJ,Morristown,18,0.6,3.68,8.65
IN,Muncie,18,0.6,2.74,9.63
IN,Munster,18,0.6,1.01,3.33
MI,Muskegon,18,0.6,2.28,3.15
CA,Napa,18,0.6,4,3.27
TN,Nashville,18,0.6,2.06,4.15
WI,Neenah,18,0.6,2,4.56
NJ,New Brunswick,18,0.6,3.71,3.87
CT,New Haven,18,0.6,5.28,5.92
LA,New Orleans,18,0.6,1.71,4.09
NJ,Newark,18,0.6,3.2,3.57
VA,Newport News,18,0.6,4.86,5.84
VA,Norfolk,18,0.6,3.52,7.12
FL,Ocala,18,0.6,4.65,6.29
TX,Odessa,18,0.6,1.39,4.18
UT,Ogden,18,0.6,2.55,4.71
OK,Oklahoma City,18,0.6,1.65,3.85
WA,Olympia,18,0.6,5.09,7.72
NE,Omaha,18,0.6,1.58,3.21
CA,Orange County,18,0.6,3.2,5.19
FL,Orlando,18,0.6,2.63,4.23
FL,Ormond Beach,18,0.6,2.72,3.56
KY,Owensboro,18,0.6,1.77,4.79
MS,Oxford,18,0.6,0.92,4.53
KY,Paducah,18,0.6,1.04,3.12
CA,Palm Springs/Rancho Mira,18,0.6,2.17,8.7
NJ,Paterson,18,0.6,1.6,15.17
FL,Pensacola,18,0.6,2.3,4.14
IL,Peoria,18,0.6,2.01,3.99
MI,Petoskey,18,0.6,2.25,4.05
PA,Philadelphia,18,0.6,2.49,3.55
AZ,Phoenix,18,0.6,2.92,3.88
PA,Pittsburgh,18,0.6,2.35,3.36
MI,Pontiac,18,0.6,3.18,4.47
ME,Portland,18,0.6,3.4,5.73
OR,Portland,18,0.6,3.46,4.63
RI,Providence,18,0.6,3.89,7.05
UT,Provo,18,0.6,2.97,4.56
CO,Pueblo,18,0.6,1.61,12
NC,Raleigh,18,0.6,3.98,5.92
SD,Rapid City,18,0.6,1.39,5.2
PA,Reading,18,0.6,2.29,5.58
CA,Redding,18,0.6,2.69,2.9
NV,Reno,18,0.6,2.52,2.82
VA,Richmond,18,0.6,2.57,5.69
NJ,Ridgewood,18,0.6,3.35,5.66
VA,Roanoke,18,0.6,2.65,3.04
MN,Rochester,18,0.6,1.49,2.14
NY,Rochester,18,0.6,3.42,7.05
IL,Rockford,18,0.6,2.47,3.43
GA,Rome,18,0.6,2.65,8.19
MI,Royal Oak,18,0.6,1.78,3.41
CA,Sacramento,18,0.6,4.29,5.42
MI,Saginaw,18,0.6,1.42,4.83
OR,Salem,18,0.6,4.51,15
CA,Salinas,18,0.6,2.81,4.68
MD,Salisbury,18,0.6,5.59,9
UT,Salt Lake City,18,0.6,2.3,3.17
TX,San Angelo,18,0.6,1.07,4.41
TX,San Antonio,18,0.6,2.38,5.8
CA,San Bernardino,18,0.6,3.02,5.84
CA,San Diego,18,0.6,4.14,4.77
CA,San Francisco,18,0.6,3.03,3.64
CA,San Jose,18,0.6,4.26,5.64
CA,San Luis Obispo,18,0.6,2.91,3.88
CA,San Mateo County,18,0.6,4.01,4.42
CA,Santa Barbara,18,0.6,3.96,5.97
CA,Santa Cruz,18,0.6,3.66,21.83
CA,Santa Rosa,18,0.6,3.62,5.38
FL,Sarasota,18,0.6,1.86,3.49
GA,Savannah,18,0.6,2.94,7.51
PA,Sayre,18,0.6,1.98,3.36
PA,Scranton,18,0.6,2.19,5.06
WA,Seattle,18,0.6,4.77,6.64
LA,Shreveport,18,0.6,1.34,2.83
IA,Sioux City,18,0.6,1.48,5.09
SD,Sioux Falls,18,0.6,1,6.92
LA,Slidell,18,0.6,1.22,1.29
IN,South Bend,18,0.6,2.67,4.54
SC,Spartanburg,18,0.6,2.95,2.77
WA,Spokane,18,0.6,2,5.36
AR,Springdale,18,0.6,1.92,3.45
IL,Springfield,18,0.6,1.5,4.89
MA,Springfield,18,0.6,3.28,4.86
MO,Springfield,18,0.6,2.34,6.3
MN,St. Cloud,18,0.6,2.43,7.38
MI,St. Joseph,18,0.6,1.29,7.44
MO,St. Louis,18,0.6,1.68,2.87
MN,St. Paul,18,0.6,3.96,10.23
FL,St. Petersburg,18,0.6,1.62,6.67
CA,Stockton,18,0.6,3.79,6.44
AZ,Sun City,18,0.6,1.97,2.14
NY,Syracuse,18,0.6,2.39,6.36
WA,Tacoma,18,0.6,4.72,5.92
MD,Takoma Park,18,0.6,7.17,9.25
FL,Tallahassee,18,0.6,2.99,7.7
FL,Tampa,18,0.6,2.46,4.12
TX,Temple,18,0.6,2.79,4.56
IN,Terre Haute,18,0.6,1.85,2.24
AR,Texarkana,18,0.6,1.43,1.92
OH,Toledo,18,0.6,1.87,2.53
KS,Topeka,18,0.6,1.61,4.2
MI,Traverse City,18,0.6,1.83,17.14
AZ,Tucson,18,0.6,2.28,3.69
OK,Tulsa,18,0.6,1.64,3.96
MS,Tupelo,18,0.6,1.03,2.97
AL,Tuscaloosa,18,0.6,1.95,3.35
TX,Tyler,18,0.6,2.29,2.08
IL,Urbana,18,0.6,2.05,3.91
CA,Ventura,18,0.6,6.53,4.14
TX,Victoria,18,0.6,0.9,3.83
TX,Waco,18,0.6,2.77,6.5
DC,Washington,18,0.6,3.68,5.73
IA,Waterloo,18,0.6,1.36,5.26
WI,Wausau,18,0.6,2.75,2.04
NY,White Plains,18,0.6,4.09,3.85
TX,Wichita Falls,18,0.6,1.42,11.5
KS,Wichita,18,0.6,1.17,2.8
PA,Wilkes-Barre,18,0.6,2.09,5.04
DE,Wilmington,18,0.6,2.88,5.98
NC,Wilmington,18,0.6,4.25,13.82
VA,Winchester,18,0.6,2.69,9.5
NC,Winston-Salem,18,0.6,2.94,13.5
MA,Worcester,18,0.6,4.16,8.81
WA,Yakima,18,0.6,2.99,3.88
PA,York,18,0.6,3.53,25.63
OH,Youngstown,18,0.6,2.54,4.64
